Invoice Number,Date,Time,Internal Toy ID Number,Toy Item Number,Toy Company,Toy Name,Suggested Age,Price Per Toy,Units Sold,Total Line Revenue,Total COGS,Payment,Cashier ID,Member?,Coupon?,Purchaser Age,Parking Validation?
664520,11/18/2011,15:58,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.W.|880-6237,Yes,Yes,29,Yes
664522,11/18/2011,12:01,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Visa,D.W.|880-7199,No,No,46,No
664571,11/18/2011,13:46,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,S.Y.|880-3139,No,No,38,No
664571,11/18/2011,13:46,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,S.Y.|880-3139,No,No,38,No
664616,11/19/2011,14:12,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Cash,V.W.|880-8599,Yes,Yes,21,No
664616,11/19/2011,14:12,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Cash,V.W.|880-8599,Yes,Yes,21,No
664616,11/19/2011,14:12,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,V.W.|880-8599,Yes,Yes,21,No
664659,11/20/2011,20:44,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,C.X.|880-3590,No,Yes,28,No
664659,11/20/2011,20:44,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,C.X.|880-3590,No,Yes,28,No
664707,11/21/2011,15:26,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Discover,U.W.|880-9683,No,No,21,No
664731,11/21/2011,12:49,L194/FY,194,Lego,Family,4 and up,$14.95 ,1,$14.95 ,$8.37 ,Visa,L.C.|880-6872,No,Yes,25,No
664741,11/21/2011,16:49,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Discover,S.Y.|880-3139,No,No,50,No
664756,11/21/2011,18:16,D198/LX,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,L.C.|880-6872,No,No,49,No
664782,11/21/2011,11:51,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Discover,C.X.|880-3590,No,No,66,No
664782,11/21/2011,11:51,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Discover,C.X.|880-3590,No,No,66,No
664787,11/22/2011,11:55,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Visa,P.N.|880-3021,No,Yes,50,No
664789,11/22/2011,14:01,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,B.B.|880-9330,Yes,No,45,No
664789,11/22/2011,14:01,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,B.B.|880-9330,Yes,No,45,No
664807,11/22/2011,17:46,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Cash,D.Z.|880-1179,No,No,50,Yes
664856,11/22/2011,9:18,L197/FS,199,Duplo,Scooter,4 and up,$4.95 ,2,$9.90 ,$5.04 ,Cash,D.W.|880-7199,No,No,39,Yes
664884,11/22/2011,11:17,D198/LX,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,U.W.|880-9683,No,No,28,No
664898,11/22/2011,10:15,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,A.U.|880-2167,No,No,26,Yes
664948,11/22/2011,16:14,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Cash,D.W.|880-7199,No,No,37,Yes
664948,11/22/2011,16:14,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,D.W.|880-7199,No,No,37,Yes
664958,11/22/2011,12:47,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,4,$39.80 ,$17.92 ,Cash,B.X.|880-9149,No,No,37,No
664989,11/22/2011,13:02,D192/PN,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,W.C.|880-4861,No,No,27,No
664989,11/22/2011,13:02,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Check,W.C.|880-4861,No,No,27,No
665036,11/23/2011,15:52,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,B.Y.|880-6845,No,Yes,34,No
665052,11/23/2011,10:32,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,V.W.|880-4523,Yes,No,33,No
665100,11/23/2011,15:52,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Visa,U.O.|880-3720,No,No,11,No
665111,11/23/2011,12:53,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,D.Z.|880-1179,Yes,Yes,36,Yes
665119,11/24/2011,19:00,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,N.C.|880-3850,Yes,Yes,35,No
665119,11/24/2011,19:00,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,N.C.|880-3850,Yes,Yes,35,No
665161,11/24/2011,14:38,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,P.N.|880-3021,Yes,Yes,72,No
665186,11/25/2011,13:14,L197/FS,199,Duplo,Scooter,4 and up,$4.95 ,2,$9.90 ,$5.04 ,Visa,Z.T.|880-7477,No,No,46,Yes
665213,11/25/2011,11:33,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Discover,W.B.|880-9647,No,No,43,No
665255,11/26/2011,16:23,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Visa,V.W.|880-4523,Yes,No,31,No
665264,11/26/2011,14:11,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,P.N.|880-3021,No,No,35,No
665295,11/26/2011,14:12,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Check,D.U.|880-2953,No,No,38,No
665337,11/26/2011,12:58,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Discover,U.W.|880-9683,No,Yes,30,Yes
665337,11/26/2011,12:58,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,5,$29.75 ,$15.45 ,Discover,U.W.|880-9683,No,Yes,30,Yes
665367,11/27/2011,15:14,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Check,N.C.|880-3850,No,No,31,No
665367,11/27/2011,15:14,L197/FS,199,Duplo,Scooter,4 and up,$4.95 ,4,$19.80 ,$10.08 ,Check,N.C.|880-3850,No,No,31,No
665379,11/27/2011,9:33,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,P.N.|880-3021,No,No,44,No
665405,11/28/2011,16:58,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,Z.T.|880-7477,No,No,37,No
665409,11/28/2011,15:24,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,A.U.|880-2167,No,No,33,No
665449,11/28/2011,11:48,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,U.W.|880-9683,No,No,43,No
665449,11/28/2011,11:48,L217/SN,255,Duplo,Farming Scene,7 and up,$24.95 ,2,$49.90 ,$32.44 ,Mastercard,U.W.|880-9683,No,No,43,No
665488,11/28/2011,14:26,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Mastercard,A.U.|880-2167,Yes,No,43,Yes
665519,11/28/2011,16:07,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,S.V.|880-5987,No,No,38,No
665520,11/29/2011,20:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,4,$39.80 ,$17.92 ,Visa,U.W.|880-9683,No,No,69,Yes
665569,11/29/2011,15:54,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Gift Card,S.V.|880-5987,No,No,40,Yes
665605,11/29/2011,10:00,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Check,Z.T.|880-7477,No,No,40,Yes
665621,11/29/2011,13:23,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,U.O.|880-3720,No,No,34,Yes
665647,11/29/2011,16:55,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Visa,V.W.|880-8599,No,No,27,No
665658,11/29/2011,11:40,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,4,$39.80 ,$17.92 ,Mastercard,Y.P.|880-6894,No,No,36,Yes
665658,11/29/2011,11:40,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,Y.P.|880-6894,No,No,36,Yes
665663,11/29/2011,20:09,L217/SN,255,Duplo,Farming Scene,7 and up,$24.95 ,1,$24.95 ,$16.22 ,Visa,D.U.|880-2953,No,No,40,No
665711,11/29/2011,13:22,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,D.U.|880-2953,No,No,32,No
665724,11/30/2011,11:36,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Z.Q.|880-4240,Yes,Yes,20,No
665727,11/30/2011,11:07,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,D.U.|880-2953,No,No,27,No
665727,11/30/2011,11:07,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,D.U.|880-2953,No,No,27,No
665727,11/30/2011,11:07,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,D.U.|880-2953,No,No,27,No
665765,12/1/2011,9:33,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,U.O.|880-3720,No,No,36,Yes
665815,12/1/2011,11:19,D199/SR,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,V.W.|880-8599,No,No,61,No
665815,12/1/2011,11:19,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Mastercard,V.W.|880-8599,No,No,61,No
665840,12/1/2011,15:49,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Discover,A.U.|880-2167,No,No,30,No
665840,12/1/2011,15:49,D218/FN,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Discover,A.U.|880-2167,No,No,30,No
665857,12/1/2011,11:08,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,B.X.|880-9149,Yes,No,20,No
665902,12/1/2011,13:06,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,S.Y.|880-3139,No,No,32,No
665932,12/2/2011,13:07,L252/LR,255,Duplo,Farming Scene,7 and up,$24.95 ,1,$24.95 ,$16.22 ,Visa,B.B.|880-9330,No,No,37,No
665961,12/2/2011,12:33,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,B.B.|880-9330,No,Yes,43,No
665977,12/2/2011,13:17,D198/LX,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,D.U.|880-2953,No,No,37,No
666002,12/3/2011,13:59,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,D.W.|880-7199,Yes,Yes,36,No
666047,12/3/2011,10:55,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,D.W.|880-7199,No,No,16,No
666086,12/3/2011,16:54,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,W.B.|880-9647,No,No,53,No
666094,12/3/2011,13:42,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Mastercard,B.B.|880-9330,No,No,32,Yes
666100,12/3/2011,15:39,L194/FY,194,Lego,Family,4 and up,$14.95 ,2,$29.90 ,$16.74 ,Cash,H.B.|880-3254,No,No,38,No
666110,12/3/2011,10:28,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Gift Card,N.C.|880-3850,No,Yes,34,No
666116,12/3/2011,13:44,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,3,$17.85 ,$9.27 ,Discover,P.N.|880-3021,No,No,47,Yes
666137,12/4/2011,13:08,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,U.O.|880-3720,No,No,36,No
666187,12/4/2011,13:56,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Visa,H.B.|880-3254,No,No,36,No
666187,12/4/2011,13:56,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,H.B.|880-3254,No,No,36,No
666232,12/4/2011,17:35,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Mastercard,D.Z.|880-1179,No,No,27,No
666232,12/4/2011,17:35,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,3,$17.85 ,$9.27 ,Mastercard,D.Z.|880-1179,No,No,27,No
666232,12/4/2011,17:35,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,D.Z.|880-1179,No,No,27,No
666245,12/4/2011,15:30,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Discover,A.U.|880-2167,No,No,26,No
666294,12/5/2011,20:54,L252/LR,255,Duplo,Farming Scene,7 and up,$24.95 ,4,$99.80 ,$64.88 ,Mastercard,Y.P.|880-6894,No,No,39,No
666344,12/5/2011,14:33,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,U.W.|880-9683,No,No,35,Yes
666381,12/6/2011,12:06,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Check,P.N.|880-3021,No,No,43,No
666418,12/6/2011,14:03,L330/GN,330,Lego,Gas Station,8 and up,$32.95 ,1,$32.95 ,$19.11 ,Cash,Z.T.|880-7477,No,No,36,Yes
666436,12/6/2011,20:37,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.W.|880-6237,Yes,No,31,No
666474,12/6/2011,13:45,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,D.W.|880-7199,No,No,37,No
666486,12/6/2011,11:10,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,B.X.|880-9149,No,No,44,No
666486,12/6/2011,11:10,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,B.X.|880-9149,No,No,44,No
666514,12/7/2011,20:36,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,D.Z.|880-1179,No,No,31,No
666514,12/7/2011,20:36,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,D.Z.|880-1179,No,No,31,No
666514,12/7/2011,20:36,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,D.Z.|880-1179,No,No,31,No
666559,12/7/2011,16:42,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,N.C.|880-3850,No,Yes,31,No
666599,12/7/2011,11:42,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Discover,H.B.|880-3254,No,No,25,Yes
666599,12/7/2011,11:42,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Discover,H.B.|880-3254,No,No,25,Yes
666623,12/7/2011,16:54,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,4,$23.80 ,$12.36 ,Visa,B.B.|880-9330,No,No,45,No
666623,12/7/2011,16:54,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,B.B.|880-9330,No,No,45,No
666628,12/8/2011,16:04,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,4,$39.80 ,$17.92 ,Visa,S.Y.|880-3139,No,No,35,No
666647,12/8/2011,15:10,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,S.Y.|880-3139,No,No,32,No
666657,12/9/2011,12:22,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,N.W.|880-6237,No,No,50,No
666662,12/9/2011,13:11,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Cash,D.U.|880-2953,No,No,25,No
666678,12/9/2011,13:08,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Visa,S.V.|880-5987,No,No,38,No
666721,12/9/2011,16:41,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,W.C.|880-4861,No,No,28,Yes
666727,12/9/2011,10:51,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,H.B.|880-3254,No,Yes,43,No
666749,12/10/2011,14:46,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,A.U.|880-2167,No,No,50,No
666798,12/10/2011,19:34,L197/FS,199,Duplo,Scooter,4 and up,$4.95 ,4,$19.80 ,$10.08 ,Visa,W.C.|880-4861,No,No,24,No
666814,12/10/2011,18:25,D199/SR,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Gift Card,W.B.|880-9647,No,Yes,46,Yes
666844,12/10/2011,12:04,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,V.W.|880-8599,No,No,30,No
666888,12/10/2011,18:46,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,B.Y.|880-6845,No,No,43,No
666918,12/11/2011,15:00,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,5,$29.75 ,$15.45 ,Visa,B.X.|880-9149,No,No,50,No
666948,12/11/2011,10:49,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,Z.T.|880-7477,No,Yes,32,No
666976,12/11/2011,13:13,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,N.C.|880-3850,No,Yes,47,No
667021,12/12/2011,11:02,L217/SN,255,Duplo,Farming Scene,7 and up,$24.95 ,4,$99.80 ,$64.88 ,Cash,B.X.|880-9149,No,No,32,Yes
667056,12/13/2011,16:13,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Z.T.|880-7477,No,No,36,No
667092,12/13/2011,10:48,L194/FY,194,Lego,Family,4 and up,$14.95 ,1,$14.95 ,$8.37 ,Gift Card,V.W.|880-8599,Yes,Yes,43,No
667113,12/13/2011,14:23,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,L.C.|880-6872,No,No,67,No
667122,12/13/2011,16:53,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,Y.P.|880-6894,No,No,41,No
667149,12/14/2011,14:16,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,B.X.|880-9149,No,No,41,No
667195,12/14/2011,15:52,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,S.V.|880-5987,Yes,No,29,No
667195,12/14/2011,15:52,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Visa,S.V.|880-5987,Yes,No,29,No
667235,12/14/2011,15:00,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,B.Y.|880-6845,Yes,No,35,No
667284,12/14/2011,12:23,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,L.W.|880-4986,No,No,33,No
667284,12/14/2011,12:23,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,5,$49.75 ,$25.85 ,Cash,L.W.|880-4986,No,No,33,No
667323,12/14/2011,13:06,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,V.W.|880-8599,No,No,30,Yes
667323,12/14/2011,13:06,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Cash,V.W.|880-8599,No,No,30,Yes
667372,12/15/2011,14:01,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Visa,W.B.|880-9647,No,No,42,No
667387,12/15/2011,18:57,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Discover,Z.T.|880-7477,Yes,No,29,No
667425,12/16/2011,10:55,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,W.C.|880-4861,No,No,40,No
667462,12/16/2011,16:09,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,V.W.|880-4523,No,No,31,No
667462,12/16/2011,16:09,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Gift Card,V.W.|880-4523,No,No,31,No
667483,12/16/2011,18:38,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Mastercard,S.Y.|880-3139,No,No,36,Yes
667502,12/16/2011,10:45,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,H.B.|880-3254,No,No,30,No
667541,12/17/2011,12:57,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Visa,B.Y.|880-6845,No,No,57,No
667545,12/17/2011,16:41,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Cash,N.W.|880-6237,No,No,19,No
667580,12/17/2011,15:53,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Discover,W.C.|880-4861,No,No,31,No
667628,12/17/2011,16:18,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,1,$5.95 ,$3.09 ,Cash,N.C.|880-3850,No,No,31,No
667629,12/17/2011,16:30,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Y.P.|880-6894,No,No,17,No
667629,12/17/2011,16:30,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Visa,Y.P.|880-6894,No,No,17,No
667654,12/18/2011,11:51,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Mastercard,L.C.|880-6872,No,No,51,No
667661,12/18/2011,13:43,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,B.X.|880-9149,Yes,No,38,No
667700,12/18/2011,14:15,L197/FS,199,Duplo,Scooter,4 and up,$4.95 ,1,$4.95 ,$2.52 ,Visa,U.W.|880-9683,No,No,27,No
667706,12/18/2011,10:39,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Cash,P.N.|880-3021,No,No,32,Yes
667706,12/18/2011,10:39,L210/CS,210,Lego,Cowboys with Horses,6 and up,$9.45 ,2,$18.90 ,$9.26 ,Cash,P.N.|880-3021,No,No,32,Yes
667727,12/19/2011,13:39,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Mastercard,B.Y.|880-6845,Yes,No,27,No
667750,12/19/2011,15:38,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,5,$49.75 ,$22.40 ,Gift Card,D.Z.|880-1179,No,No,43,No
667750,12/19/2011,15:38,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Gift Card,D.Z.|880-1179,No,No,43,No
667750,12/19/2011,15:38,L195/AE,195,Lego,Airplane,8 and up,$5.95 ,2,$11.90 ,$6.18 ,Gift Card,D.Z.|880-1179,No,No,43,No
667798,12/19/2011,10:10,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,4,$39.80 ,$20.68 ,Mastercard,N.C.|880-3850,No,No,31,No
667798,12/19/2011,10:10,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,1,$9.95 ,$4.48 ,Mastercard,N.C.|880-3850,No,No,31,No
667828,12/19/2011,14:16,L212/SD,212,Lego,Scooter and Stand,6 and up,$4.95 ,2,$9.90 ,$4.46 ,Check,H.B.|880-3254,No,No,38,No
667828,12/19/2011,14:16,D255/FE,192,Duplo,Policemen,6 and up,$9.95 ,2,$19.90 ,$10.34 ,Check,H.B.|880-3254,No,No,38,No
667840,12/21/2011,13:28,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,3,$29.85 ,$15.51 ,Visa,S.V.|880-5987,No,No,73,No
667840,12/21/2011,13:28,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,S.V.|880-5987,No,No,73,No
667857,12/21/2011,15:18,D254/FE,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Visa,Z.T.|880-7477,No,No,44,No
667861,12/21/2011,13:17,D250/AT,192,Duplo,Policemen,6 and up,$9.95 ,1,$9.95 ,$5.17 ,Mastercard,D.U.|880-2953,No,No,6,No
667871,12/21/2011,15:08,L252/LR,255,Duplo,Farming Scene,7 and up,$24.95 ,2,$49.90 ,$32.44 ,Check,L.C.|880-6872,Yes,No,33,No
667895,12/21/2011,15:59,L256/PE,256,Lego,Police Officers and Motorcycle,9 and up,$9.95 ,2,$19.90 ,$8.96 ,Cash,D.U.|880-2953,No,No,29,No
